tau,r,phi,X,Y,H
0.0,500.0,0.0,500.0,0.0,-1.8752040237513098e-16
0.004855668363951702,499.99514478578664,1.3596003442083146e-07,499.99514478578203,6.797935709532395e-05,-0.0
0.05341235200346872,499.94659264415844,1.4957056194621872e-06,499.9465926435992,0.0007477729280485619,-2.5023873671910923e-16
0.5389791883986389,499.4610712784648,1.5107701223944475e-05,499.46107122146566,0.0075457086375792385,-0.0
1.0389791883986388,498.9611181970732,2.9151988219418283e-05,498.961117985055,0.014545708637568601,-1.9063384594495264e-16
1.5389791883986388,498.46116521370215,4.322444785645974e-05,498.4611647480515,0.021545708637540666,-1.2810195974502938e-16
2.038979188398639,497.96121232864635,5.7325164985504246e-05,497.96121151045264,0.028545708637487,-6.456190558249798e-17
2.538979188398639,497.4612595422016,7.145422479804427e-05,497.4612582722561,0.03554570863739906,6.507743824053453e-17
3.038979188398639,496.961306854665,8.561171282834459e-05,496.9613050334595,0.04254570863726824,1.3119524829840593e-16
3.538979188398639,496.46135426633464,9.979771495516784e-05,496.4613517940604,0.04954570863708583,-0.0
4.038979188398638,495.96140177750993,0.00011401231740351058,495.9613985540563,0.05654570863684302,1.3330428700105692e-16
4.538979188398638,495.46144938849153,0.00012825560674634975,495.4614453134448,0.06354570863653097,6.71865721388469e-17
5.038979188398638,494.96149709958127,0.00014252766990639976,494.9614920722235,0.0705457086361407,-0.0
5.538979188398638,494.46154491108217,0.00015682859415788034,494.46153883038994,0.07754570863566315,1.3654001862097713e-16
6.038979188398638,493.9615928232985,0.00017115846712829487,493.96158558794156,0.08454570863508917,2.752764650042099e-16
6.538979188398638,493.4616408365357,0.00018551737680021986,493.4616323448758,0.09154570863440953,2.0811964584379793e-16
7.038979188398638,492.9616889511006,0.00019990541151310498,492.9616791011904,0.0985457086336149,1.398647139745603e-16
7.538979188398638,492.4617371673011,0.0002143226599650843,492.46172585688254,0.10554570863269586,4.229795551225828e-16
8.038979188398638,491.9617854854465,0.0002287692112147984,491.9617726119499,0.11254570863164291,7.106597360413862e-17
8.538979188398638,491.4618339058472,0.00024324515468322774,491.46181936638993,0.1195457086304464,2.1492165762271636e-16
9.038979188398638,490.961882428815,0.0002577505801555371,490.9618661202,0.12654570862909667,-0.0
9.538979188398638,490.46193105466284,0.00027228557778293146,490.4619128733775,0.1335457086275839,2.1841654836487324e-16
10.038979188398638,489.9619797837051,0.00028685023808452297,489.9619596259199,0.1405457086258982,2.2018802499065835e-16
10.538979188398638,489.46202861625727,0.0003014446519492096,489.4620063778247,0.14754570862402955,7.39919135358066e-17
11.038979188398638,488.96207755263623,0.0003160689106375655,488.9620531290891,0.1545457086219679,1.4918657408894702e-16
11.538979188398638,488.4621265931602,0.00033072310578374217,488.4620998797107,0.16154570861970305,3.0080073914136345e-16
12.038979188398638,487.9621757381485,0.0003454073293973823,487.9621466296867,0.16854570861722465,3.032506532729352e-16
12.538979188398638,487.462224987922,0.00036012167386554483,487.4621933790144,0.17554570861452237,3.0572311936581987e-16
13.038979188398638,486.96227434280274,0.0003748662319546418,486.9622401276914,0.1825457086115857,3.0821836879864896e-16
13.538979188398638,486.4623238031141,0.0003896410968123875,486.4622868757147,0.18954570860840403,2.3305247667555477e-16
14.038979188398638,485.9623733691808,0.0004044463619697593,485.96233362308186,0.19654570860496662,2.349586172383408e-16
14.538979188398638,485.4624230413289,0.00041928212134297103,485.46238036979,0.20354570860126273,3.158431703779948e-16
15.038979188398638,484.9624728198858,0.00043414846923545787,484.96242711583653,0.2105457085972814,7.960797994799247e-17
15.538979188398638,484.4625227051803,0.00044904550033987426,484.4624738612187,0.21754570859301162,2.4078348701480627e-16
16.03897918839864,483.9625726975424,0.00046397330974010375,483.9625206059336,0.22454570858844222,1.6184080331911413e-16
16.53897918839864,483.4626227973036,0.0004789319929132815,483.4625673499787,0.231545708583562,4.0792880255312063e-16
17.03897918839864,482.9626730047968,0.000493921645731829,482.96261409335114,0.2385457085783596,8.225730220353909e-17
17.53897918839864,482.46272332035613,0.0005089423644655023,482.46266083604803,0.24554570857282357,8.293509077255703e-17
18.03897918839864,481.96277374431725,0.0005239942457834519,481.96270757806667,0.25254570856694236,2.5085757294936696e-16
18.53897918839864,481.4628242770171,0.0005390773867562959,481.46275431940427,0.2595457085607043,3.3723867336397627e-16
19.03897918839864,480.9628749187941,0.0005541918848582066,480.9628010600579,0.2665457085540974,3.4002635640597953e-16
19.53897918839864,480.46292566998807,0.0005693378379690091,480.4628478000248,0.2735457085471101,5.142601216733113e-16
20.03897918839864,479.9629765309401,0.0005845153443762943,479.96289453930206,0.28054570853973004,5.185201779351892e-16
20.53897918839864,479.46302750199294,0.0005997245027775436,479.46294127788684,0.28754570853194517,5.228201147592201e-16
21.03897918839864,478.9630785834905,0.0006149654122822683,478.9629880157761,0.29454570852374323,3.5144023215800553e-16
21.53897918839864,478.46312977577844,0.0006302381724141616,478.4630347529672,0.30154570851511187,4.429510827054274e-16
22.03897918839864,477.96318107920354,0.0006455428831132642,477.963081489457,0.3085457085060386,3.573089290081479e-16
22.53897918839864,477.4632324941142,0.0006608796447381437,477.46312822524254,0.3155457084965106,6.304982386105074e-16
23.03897918839864,476.9632840208603,0.0006762485580680877,476.96317496032106,0.32254570848651537,6.357548625279401e-16
23.53897918839864,476.4633356597932,0.0006916497243053104,476.4632216946894,0.3295457084760399,5.494808670761604e-16
