M,a,Lambda,deflection_deg,status,execution_time_sec
1.0,0.4,0.0,53.23040950049851,Scattered,7.209712743759155
1.0,0.4,1e-08,53.230498166052264,Scattered,7.79833197593689
1.0,0.4,5e-08,53.23085326829738,Scattered,8.08739948272705
1.0,0.4,1e-07,53.23129814121926,Scattered,7.601465702056885
1.0,0.4,5e-07,53.234897948641596,Scattered,7.521953582763672
1.0,0.4,1e-06,53.23950502695818,Scattered,6.835175275802612
1.0,0.4,5e-06,53.28223328654375,Scattered,7.5845627784729
